q1,q2,q3,q4,q5,t1,t2,t3,t4,t5
0.8200913366939523,0.7303256566174657,0.15854309738176584,0.18709328437308237,0.3526388802983904,2.268974587941476,1.2944240245105716,1.7024034767189686,1.15940489966074,4.797648614136284
0.3725443608058069,0.6310442278310612,0.15923059707516032,0.12809535911810227,0.5898073194593053,2.2632423480952113,4.677516724181283,1.391366894974925,1.0303920018022792,1.4847448239749736
0.8190051009106991,0.3395864641167362,0.20448571607094854,0.888840438092969,0.3377245487732481,1.2074232018868933,2.177498781265383,4.402890250810332,4.220323057796604,2.9217815086857115
0.5360470648037593,0.2842310917745371,0.6030322121233681,0.1095286020320307,0.8023426352253056,1.7223476118636514,2.019559670976278,3.529721020332791,1.8025806544020675,4.414850726392531
0.5990368642292714,0.2500664333240298,0.881288590153999,0.28997237118712926,0.7871736739512285,2.35354447765462,3.7024952990892563,4.040813517512939,4.777090100487928,4.047173996044144
0.7883136398992651,0.8656243352622139,0.5825224346652558,0.6710422147852741,0.11885694744160738,4.501039447593443,2.427334820861014,4.824429274642529,4.945151035302207,2.1090021690223075
0.458981013698876,0.6877182568191597,0.5381592171752603,0.4097379631747078,0.7454651694035134,1.323945780982144,1.0303593503602038,4.456894316434021,4.692835960079884,1.935949049646827
0.7455813590405443,0.2009481811720157,0.12012810114858663,0.20699387147296663,0.8510478798046933,2.619047921679962,1.5081248803359166,2.657518542693966,1.2116218679191295,2.9783626396451224
0.47113277687466404,0.8023273838241044,0.749648841131268,0.455867589841219,0.7064775610411378,3.1295382985445155,1.2334496324969164,4.043215123994044,2.6631838962809056,1.4437264404595451
0.7086978734910814,0.3270989566120752,0.4584347143084708,0.7251934389016287,0.39777445933781796,4.064713263864232,4.4076730997559235,4.1757900575250195,2.841265939301092,1.8420173465662106
0.3019522239058764,0.791215285939784,0.34160574366243246,0.7774306149899319,0.24825631714806598,3.2089652935209836,3.116981597073476,2.377891241660132,4.174812796288104,3.468806279975359
0.6133938312262772,0.6176957319855173,0.656305926435557,0.7023524679431107,0.3339635190427835,1.6462886988503032,3.1610208812371585,1.630817910820876,1.1076055772827331,3.2961395346350155
0.762504920748003,0.2742566827351519,0.6784715467658969,0.6299642715603143,0.8733338950195618,4.730019084714993,4.743046718577154,2.4071154827694015,4.15582100002554,2.5602874469558135
0.10518608058694189,0.6864797585403627,0.31055028449173894,0.136691699140029,0.8356048086513165,4.186406756660839,3.3080315153791826,3.3941785127031574,4.010041037516596,3.21724928657152
0.5601782020552524,0.5108500815335599,0.7271957122698208,0.29251629911054644,0.6213713443334195,1.0865795248184442,3.5160160865698664,3.832099211767212,3.9318830516434584,4.040542569282117
0.872994696549239,0.49703351751754765,0.8501087391569032,0.7964614610712264,0.35716246412092123,3.6924199322174776,2.859818736728542,1.139334621354168,4.106744728806866,1.81500292383976
0.38149681042463224,0.19511587452450652,0.1231728687907534,0.13433395704870713,0.7441035723136097,4.012272503258041,2.1314540039134036,4.508695610667555,2.759657098790063,1.7914704042138396
