q1,q2,q3,t1,t2,t3
0.7171764128505697,0.7341535889844707,0.38662303290174893,2.11506415517385,3.977947968740078,2.013517784103345
0.3270947072375202,0.14926742886040678,0.2222129035427326,3.6560985479820207,2.899291120347046,4.04250636270085
0.7070170053601276,0.846882752021226,0.8906126703189632,1.822989900601839,3.8115054924559413,3.7346545386945866
0.6020597745550191,0.5611719464762575,0.10801036938808065,1.946592986614606,1.5854347789135952,2.2885386895548603
0.7100696309881611,0.4240139648520279,0.6298357076427011,2.863917525655549,1.99229385200342,3.165413152218412
0.5406564296551588,0.7176917924555667,0.5034369397147617,1.6230921447349935,1.940936753236528,1.6932604905466908
0.781096344417441,0.33001648101291414,0.3732394881837955,3.7433340885269715,3.1086905650491987,3.0502712306616138
0.8808163960806049,0.6174476168004542,0.5431363585856336,3.8222340770333307,2.8037027163088295,4.458926666066768
0.2561732005062799,0.19323516153099707,0.5498108430925989,1.0003214659689714,2.8973006291561,3.4906468270371205
0.43768503445246854,0.5894017229697964,0.14299831730720972,1.589401905746274,3.1287943353639145,1.8332109977513351
0.5304434113573481,0.27113887800701486,0.5674025051979733,1.3996151499612575,2.585002439245409,1.6238109876504607
0.25960629871631813,0.18205244383874977,0.18673384954932004,4.822411485866586,4.759262001363804,3.7879363531456587
0.180196489724184,0.6594966146252101,0.18680237850145665,1.3544775788597958,3.686617187381346,3.4205645502317106
0.8238219053595959,0.6060119800959777,0.1370260914018985,2.6709769624582647,1.3835463390979328,2.135154991123507
0.38785798788522496,0.5388622924410237,0.4292724438999732,2.2898803908415983,3.4553733249370024,3.3540757484647052
0.48396114113075317,0.3805123095634869,0.5514559652246067,4.738077962508487,1.3145886406662433,2.7755512872671995
0.8867070378315386,0.20008400472316962,0.7150326968222517,3.871347060813525,3.1624606121373953,4.200215238600796
0.5515830467441799,0.8137578291224996,0.16578623945774906,4.593224900491435,1.4349422697550658,1.3227597790983578
0.3665258238835053,0.7874685907352058,0.33191064763437717,1.3294939345024703,3.0533099557694525,3.842357244012163
0.39184215697200053,0.1304016685040974,0.7115936518585754,1.2847440797237644,3.3280381051088863,1.3218756581569426
0.7829273680674739,0.26325933571964943,0.5420302884321174,4.114216792259043,1.6190665650970057,3.170635614341206
0.7094232606072604,0.8650976975671867,0.8815111778639286,4.674611011003391,1.627589163695383,2.705107981350528
0.7554401884212071,0.6702381610739417,0.421728493455643,4.886632047265224,2.0422764621225555,1.101859021531988
0.23935085875396833,0.37145084870403977,0.6782477131705761,1.1783545833268416,1.3954239214657536,2.640254435309423
0.40909295821858194,0.40328184602726724,0.7993560126861408,1.914951799471031,2.958573768782072,1.8529996539010147
0.5308805498017275,0.3526712615793498,0.23167598728535702,1.721703936820318,2.761579226627708,2.4291222708476043
0.3312668191855426,0.7871801069746275,0.18275770620238366,2.8473278582540216,4.584032535117966,1.191455899660344
0.17245289586817805,0.6869393267545598,0.8134180564095893,2.6357012050942012,1.543390462882333,3.5753385859786215
0.6761847945365769,0.19643334534747653,0.4726550036407213,1.108864146903426,2.7002906024055955,4.78081506468639
0.5628506864104564,0.5450477399632213,0.572444813395057,2.9679232532332485,3.5439476734037836,4.140518771049132
0.4879408154875984,0.2642768917760797,0.8631814148135943,3.926936717409032,2.7115683676292646,3.7570840653252207
0.5506341828402045,0.24717136896097092,0.4541292278343898,4.065399818939342,3.577779785946209,1.2441164185940945
0.6003572577264299,0.1430222129181761,0.7156025888826415,3.677342029520112,4.703567248385566,3.0413665455169205
0.4147649158608976,0.6199661580468234,0.4430644747689714,3.706619431867029,3.2933778855419122,3.405612630623886
0.7373010695139817,0.12778347267159945,0.19853824629572048,2.9771268215545303,4.824513380886831,3.3443392211917216
0.303908015526391,0.7660376470840644,0.36243478979926336,2.4320198895581626,2.433590188005743,2.262256430050832
0.2557037850131838,0.7452169777928965,0.3434343888075905,1.565813780222955,4.1167354769481515,3.264409845990416
0.8261544147030904,0.38863790239829343,0.5253083837954077,4.672439983308191,2.985445582015525,2.4196119889836094
0.5744346015367111,0.3001354312358929,0.5082544874871351,1.3950892735700737,2.95132215888069,2.253836898849653
0.522419996921298,0.451908056992566,0.28604247825722384,4.941526401544427,1.6494375513164137,4.851678731678012
0.524409902470334,0.7778442773897103,0.45534672386616204,2.521906727188677,2.441024891136837,3.517274783758751
0.520906894533108,0.7933881211461199,0.2628764147954191,1.3938682084314014,4.1264033652966425,1.0863058954793479
0.8089879256211401,0.6285058518561888,0.242066527746867,2.9097032996513974,1.9435828984833892,4.27650532696621
0.30991627810759703,0.32699988373783384,0.650091595982014,3.712582272227232,2.9719064625566416,2.176033833001455
0.4436396708806454,0.8006582552456081,0.45928181493906184,4.477362710970748,3.9936606132536774,4.388685610894201
0.5108195333799206,0.13036165187586912,0.8557447238332987,2.542758403121786,3.5108543183806855,4.071185144969566
0.4968903168050146,0.5157266057396154,0.5168847770251945,1.079143182261972,3.608520426294353,1.8877051360956312
0.20357722205666048,0.719526238076786,0.6785956160499664,4.434620412838951,4.807517044513712,1.5980678110068673
0.8710198556241789,0.42592038609301197,0.6325561529834103,2.1240744900855226,1.3465101452471693,4.5348343885832385
0.7408758801617523,0.8798585253256234,0.8034720275974697,3.365576545597899,3.221482429737451,4.476247874788853
0.23080805072831972,0.17669462444147027,0.3538415562664351,4.470795992635345,4.862069232055854,1.096948927717226
0.6417128899210054,0.6429138201442891,0.810363765564094,2.7712459367653546,4.760799233133196,4.977186497268801
0.3767859275755664,0.11502234617557311,0.46659506138425755,1.2324443081735748,1.0187960239608138,3.7693249583134136
0.5545827445507138,0.8044546169926866,0.7717126485917712,1.1305311630161627,4.498959587755879,4.823089844027311
0.28158433111603376,0.7314506785538383,0.6469041320676053,3.056950414856603,3.896663705246209,1.2613879134020571
0.7026548156795887,0.6433487386518857,0.11845514997361413,4.8870272082313715,3.9384596868111643,4.575661648401219
0.7309118458750915,0.27379174407640117,0.4998823982566981,3.82679048892037,1.6331545484732493,3.654454440366089
0.4798691857203309,0.3061317764780457,0.5476565252685852,3.190273526168774,1.6286690925112497,1.3498794099819218
0.6587734253100394,0.41534608498577263,0.5931258694119347,4.0499642544860075,3.804125518606866,4.026730914328193
0.7465575409427059,0.7008297087035612,0.3268320524727548,3.1144022801118734,1.653911134311845,1.303492682832358
0.7957642832307892,0.8169340525220529,0.8434494658377363,1.7435597786841415,1.7344777645560088,1.5452097363218398
0.639746136126413,0.7199265491258782,0.5792548162768762,2.6815233771261617,4.977131117238877,2.436310257938051
0.7092725404489842,0.47428621452679054,0.7283836412540975,2.7490558174849253,1.1549401829231396,3.9099838222908856
0.15085518965687097,0.5877148531340405,0.19696207960203918,3.7518461156630707,2.39671789622468,1.4704947668030721
0.3492674106930023,0.6435090828983198,0.15118689507084096,2.7659423558976677,3.148632555437798,1.3477578067508418
0.887617897094671,0.23431955643098928,0.29383464079850796,4.117395713155167,2.8355130286212242,2.4770339127463634
0.8328845126651894,0.578817415031505,0.6219441014414656,3.9883063588908554,4.8115480267593504,3.359560480014002
0.623530901892986,0.8303779275488065,0.45615587139066605,3.824338200393756,4.10353937858874,2.905416302124314
0.1749448192643353,0.2404440843744057,0.8255454050299237,3.192005331963405,3.976925947642031,4.855685267315577
0.47519361089331424,0.39076588111614885,0.6780960557262823,1.0019256280301025,2.5772988075585523,3.782654487991725
0.7866090956894348,0.6474020737847528,0.6762000559787925,1.156658207962347,2.611379806563612,4.193853400104705
0.1767851265914846,0.5631918381820252,0.15021476540863452,3.760067069970594,3.591154079017529,1.1510055908138428
0.5292628294080585,0.15261325750824428,0.8309403489668112,2.4768667445633668,1.2209354398305203,1.942519052936274
0.36141508578830217,0.2504809313125336,0.444494780962148,2.0934237657442702,4.218209147365649,1.9131723466449744
0.6442110741693483,0.43297417287680096,0.7858799132389404,3.806118115741298,2.541695489675285,3.5981542301970517
0.6183848560913103,0.8596634118622698,0.3919553993678825,1.4149307168052045,3.0321540028748535,4.753206780293517
0.15750262315270247,0.4938728361237822,0.6297747470358923,3.4017903687065765,3.6771251914934986,4.525544824107788
0.7888085384562578,0.41355116713229756,0.457863196289208,2.1204130360134403,4.5000612292050866,1.5383979471852998
0.22638058200338165,0.7803368711816469,0.7964336991344155,1.3040247598030081,3.0278311485036493,1.1763464527366025
